  price_in_rp  ;bedrooms;bathrooms;land_size_m2;building_size_m2;floors;garages
  1270000000.0  ;3.0;2.0;55.0;69.0;2.0;0.0
  1950000000.0  ;3.0;3.0;119.0;131.0;2.0;1.0
  3300000000.0  ;3.0;3.0;180.0;174.0;2.0;2.0
  4500000000.0  ;4.0;3.0;328.0;196.0;2.0;1.0
  2700000000.0  ;3.0;3.0;136.0;200.0;2.0;1.0
  2350000000.0  ;2.0;2.0;144.0;144.0;2.0;1.0
  4500000000.0  ;4.0;4.0;216.0;250.0;2.0;1.0
  2700000000.0  ;3.0;3.0;136.0;200.0;2.0;1.0
  2550000000.0  ;3.0;2.0;144.0;186.0;2.0;0.0
  952000000.0  ;2.0;2.0;55.0;50.0;2.0;0.0
  1800000000.0  ;2.0;1.0;119.0;82.0;2.0;1.0
  2350000000.0  ;3.0;3.0;144.0;149.0;2.0;1.0
  2500000000.0  ;3.0;3.0;144.0;200.0;2.0;1.0
  2700000000.0  ;3.0;3.0;193.0;136.0;3.0;1.0
  5360000000.0  ;5.0;4.0;192.0;370.0;2.0;0.0
  952000000.0  ;2.0;2.0;55.0;50.0;2.0;0.0
  2250000000.0  ;4.0;3.0;119.0;150.0;2.0;0.0
  2250000000.0  ;3.0;2.0;119.0;150.0;1.0;1.0
  2450000000.0  ;3.0;3.0;144.0;150.0;1.0;0.0
  125000000.0  ;3.0;1.0;110.0;110.0;2.0;0.0
  1980000000.0  ;2.0;2.0;119.0;98.0;2.0;1.0
  764000000.0  ;3.0;3.0;78.0;83.0;2.0;0.0
  764000000.0  ;3.0;3.0;78.0;83.0;2.0;0.0
  2350000000.0  ;3.0;2.0;119.0;140.0;2.0;0.0
  2550000000.0  ;3.0;2.0;144.0;186.0;2.0;1.0
  480000000.0  ;2.0;1.0;55.0;30.0;1.0;0.0
  1900000000.0  ;2.0;3.0;91.0;120.0;2.0;0.0
  300000000.0  ;2.0;1.0;60.0;36.0;1.0;0.0
  5270000000.0  ;4.0;3.0;192.0;307.0;3.0;0.0
  2800000000.0  ;4.0;3.0;150.0;200.0;2.0;2.0
  2710000000.0  ;4.0;4.0;135.0;149.0;2.0;0.0
  500000000.0  ;3.0;1.0;72.0;42.0;1.0;0.0
  439000000.0  ;3.0;1.0;60.0;37.0;1.0;0.0
  800000000.0  ;3.0;2.0;92.0;82.0;2.0;2.0
  850000000.0  ;3.0;2.0;200.0;125.0;1.0;1.0
  700000000.0  ;3.0;2.0;90.0;146.0;2.0;1.0
  4950000000.0  ;5.0;4.0;348.0;430.0;2.0;1.0
  1300000000.0  ;4.0;4.0;84.0;105.0;2.0;1.0
  1200000000.0  ;3.0;2.0;120.0;90.0;2.0;0.0
  2650000000.0  ;5.0;4.0;160.0;296.0;2.0;0.0
  1300000000.0  ;4.0;4.0;84.0;105.0;2.0;1.0
  1300000000.0  ;4.0;4.0;84.0;105.0;2.0;1.0
  1300000000.0  ;4.0;3.0;84.0;105.0;2.0;0.0
  425000000.0  ;2.0;1.0;90.0;65.0;1.0;0.0
  280000000.0  ;2.0;1.0;70.0;40.0;1.0;1.0
  999000000.0  ;6.0;2.0;127.0;190.0;2.0;1.0
  5750000000.0  ;5.0;4.0;400.0;398.0;2.0;1.0
  1500000000.0  ;3.0;2.0;100.0;136.0;2.0;1.0
  6800000000.0  ;8.0;9.0;700.0;1400.0;4.0;2.0
  3000000000.0  ;4.0;5.0;250.0;400.0;1.0;1.0
  168000000.0  ;2.0;1.0;60.0;19.0;1.0;1.0
  870000000.0  ;3.0;1.0;90.0;80.0;2.0;0.0
  495000000.0  ;2.0;1.0;86.0;45.0;1.0;1.0
  275000000.0  ;2.0;1.0;60.0;36.0;1.0;1.0
  300000000.0  ;2.0;2.0;70.0;70.0;1.0;1.0
  1440000000.0  ;2.0;2.0;55.0;60.0;2.0;0.0
  764000000.0  ;3.0;3.0;78.0;83.0;2.0;0.0
  764000000.0  ;3.0;3.0;78.0;83.0;2.0;0.0
  495000000.0  ;2.0;1.0;86.0;45.0;1.0;1.0
  1500000000.0  ;4.0;3.0;100.0;136.0;2.0;2.0
  300000000.0  ;2.0;1.0;60.0;36.0;1.0;1.0
  365000000.0  ;2.0;1.0;60.0;36.0;1.0;0.0
  350000000.0  ;2.0;1.0;60.0;38.0;1.0;0.0
  351000000.0  ;2.0;1.0;60.0;38.0;1.0;0.0
  393000000.0  ;2.0;1.0;60.0;36.0;1.0;0.0
  392000000.0  ;2.0;1.0;72.0;36.0;1.0;0.0
  440000000.0  ;2.0;1.0;66.0;36.0;1.0;1.0
  351000000.0  ;2.0;1.0;60.0;38.0;1.0;0.0
  401000000.0  ;2.0;1.0;66.0;38.0;1.0;0.0
  1150000000.0  ;3.0;2.0;126.0;126.0;2.0;0.0
  3200000000.0  ;5.0;4.0;376.0;700.0;2.0;2.0
  950000000.0  ;3.0;2.0;66.0;87.0;2.0;1.0
  1500000000.0  ;2.0;2.0;126.0;80.0;2.0;0.0
  1250000000.0  ;2.0;2.0;84.0;56.0;2.0;1.0
  1200000000.0  ;5.0;3.0;152.0;200.0;2.0;1.0
  3200000000.0  ;5.0;5.0;376.0;700.0;2.0;2.0
  850000000.0  ;2.0;1.0;90.0;60.0;1.0;0.0
  1280000000.0  ;3.0;2.0;139.0;120.0;1.0;1.0
  895000000.0  ;3.0;3.0;58.0;90.0;2.0;1.0
  1450000000.0  ;4.0;3.0;131.0;225.0;2.0;1.0
  1300000000.0  ;2.0;1.0;126.0;90.0;1.0;0.0
  690000000.0  ;2.0;2.0;90.0;60.0;1.0;0.0
  950000000.0  ;2.0;1.0;90.0;120.0;2.0;1.0
  1350000000.0  ;4.0;3.0;90.0;160.0;2.0;1.0
  1000000000.0  ;3.0;2.0;138.0;120.0;1.0;1.0
  2850000000.0  ;3.0;3.0;160.0;216.0;3.0;1.0
  1150000000.0  ;3.0;2.0;78.0;52.0;2.0;0.0
  342000000.0  ;2.0;1.0;36.0;63.0;1.0;1.0
  327000000.0  ;2.0;1.0;36.0;60.0;1.0;1.0
  975000000.0  ;2.0;1.0;90.0;70.0;1.0;0.0
  975000000.0  ;3.0;2.0;90.0;70.0;1.0;0.0
  1370000000.0  ;4.0;3.0;105.0;100.0;2.0;0.0
  1370000000.0  ;4.0;3.0;105.0;100.0;2.0;0.0
  2150000000.0  ;3.0;3.0;144.0;157.0;2.0;0.0
  2150000000.0  ;3.0;3.0;144.0;157.0;2.0;0.0
  2150000000.0  ;3.0;3.0;144.0;157.0;2.0;0.0
  1200000000.0  ;3.0;2.0;126.0;94.0;1.0;0.0
  1550000000.0  ;2.0;3.0;114.0;228.0;2.0;1.0
  1250000000.0  ;2.0;2.0;108.0;69.0;1.0;0.0
  168000000.0  ;2.0;1.0;60.0;29.0;1.0;1.0
  1400000000.0  ;3.0;1.0;144.0;77.0;1.0;0.0
  799000000.0  ;3.0;2.0;77.0;140.0;2.0;0.0
  779000000.0  ;3.0;2.0;54.0;63.0;2.0;0.0
  775000000.0  ;2.0;1.0;66.0;60.0;1.0;0.0
  2150000000.0  ;3.0;3.0;144.0;157.0;2.0;2.0
  1750000000.0  ;2.0;2.0;179.0;56.0;2.0;0.0
  750000000.0  ;2.0;1.0;94.0;75.0;1.0;0.0
  1250000000.0  ;5.0;4.0;125.0;136.0;2.0;1.0
  870000000.0  ;3.0;2.0;94.0;70.0;1.0;0.0
  1500000000.0  ;2.0;2.0;126.0;80.0;2.0;0.0
  1500000000.0  ;3.0;2.0;105.0;105.0;2.0;0.0
  4300000000.0  ;4.0;4.0;325.0;200.0;3.0;1.0
  1300000000.0  ;2.0;2.0;90.0;90.0;2.0;0.0
  1300000000.0  ;2.0;2.0;90.0;90.0;2.0;0.0
  520000000.0  ;3.0;1.0;36.0;60.0;1.0;1.0
  1300000000.0  ;2.0;2.0;84.0;56.0;2.0;0.0
  685000000.0  ;2.0;1.0;94.0;110.0;1.0;1.0
  930000000.0  ;2.0;1.0;105.0;70.0;1.0;1.0
  685000000.0  ;2.0;1.0;94.0;110.0;1.0;1.0
  2100000000.0  ;4.0;3.0;180.0;150.0;2.0;0.0
  520000000.0  ;3.0;1.0;60.0;45.0;1.0;0.0
  520000000.0  ;3.0;1.0;60.0;45.0;1.0;0.0
  1200000000.0  ;2.0;1.0;119.0;63.0;1.0;0.0
  1450000000.0  ;4.0;3.0;131.0;225.0;2.0;0.0
  1450000000.0  ;4.0;3.0;131.0;225.0;2.0;0.0
  1400000000.0  ;2.0;2.0;108.0;69.0;2.0;0.0
  620000000.0  ;2.0;1.0;96.0;70.0;1.0;0.0
  1450000000.0  ;2.0;2.0;144.0;110.0;1.0;0.0
  1800000000.0  ;3.0;2.0;144.0;120.0;1.0;0.0
  1600000000.0  ;3.0;2.0;160.0;260.0;2.0;0.0
  3000000000.0  ;4.0;5.0;160.0;280.0;2.0;0.0
  3000000000.0  ;4.0;5.0;160.0;280.0;2.0;0.0
  1600000000.0  ;3.0;2.0;120.0;260.0;2.0;0.0
  1800000000.0  ;3.0;2.0;144.0;120.0;1.0;0.0
  2700000000.0  ;3.0;3.0;270.0;175.0;2.0;0.0
  1400000000.0  ;2.0;2.0;108.0;69.0;2.0;0.0
  970000000.0  ;3.0;2.0;53.0;63.0;2.0;0.0
  575000000.0  ;2.0;1.0;60.0;55.0;2.0;1.0
  900000000.0  ;3.0;2.0;72.0;69.0;2.0;1.0
  1250000000.0  ;3.0;3.0;60.0;110.0;3.0;0.0
  525000000.0  ;3.0;1.0;72.0;42.0;1.0;1.0
  510000000.0  ;2.0;1.0;70.0;38.0;1.0;1.0
  895000000.0  ;2.0;2.0;92.0;120.0;2.0;0.0
  2500000000.0  ;4.0;3.0;135.0;110.0;2.0;0.0
  1650000000.0  ;4.0;3.0;165.0;180.0;2.0;2.0
  690000000.0  ;1.0;1.0;94.0;75.0;1.0;1.0
  750000000.0  ;2.0;1.0;78.0;54.0;1.0;0.0
  764000000.0  ;3.0;3.0;78.0;83.0;2.0;0.0
  764000000.0  ;3.0;3.0;78.0;83.0;2.0;0.0
  42000000.0  ;2.0;2.0;60.0;40.0;1.0;0.0
  1400000000.0  ;3.0;3.0;77.0;150.0;3.0;0.0
  500000000.0  ;2.0;2.0;60.0;48.0;2.0;1.0
  342000000.0  ;2.0;1.0;66.0;63.0;1.0;2.0
  764000000.0  ;3.0;3.0;78.0;83.0;2.0;0.0
  764000000.0  ;3.0;3.0;78.0;83.0;2.0;0.0
  500000000.0  ;2.0;2.0;60.0;48.0;1.0;1.0
  1150000000.0  ;2.0;1.0;90.0;70.0;1.0;0.0
  599000000.0  ;2.0;1.0;72.0;60.0;1.0;1.0
  1680000000.0  ;3.0;2.0;200.0;90.0;1.0;1.0
  1560000000.0  ;3.0;3.0;121.0;105.0;2.0;2.0
  1180000000.0  ;3.0;3.0;84.0;77.0;2.0;0.0
  1180000000.0  ;3.0;2.0;84.0;77.0;2.0;0.0
  990000000.0  ;3.0;2.0;95.0;60.0;2.0;0.0
  800000000.0  ;3.0;2.0;84.0;91.0;2.0;0.0
  718000000.0  ;2.0;1.0;72.0;40.0;1.0;1.0
  1390000000.0  ;3.0;2.0;60.0;64.0;2.0;0.0
  764000000.0  ;3.0;3.0;78.0;83.0;2.0;0.0
  1200000000.0  ;4.0;3.0;86.0;115.0;2.0;0.0
  1310000000.0  ;3.0;3.0;86.0;115.0;2.0;1.0
  680000000.0  ;2.0;1.0;72.0;36.0;1.0;0.0
  680000000.0  ;2.0;1.0;72.0;36.0;1.0;1.0
  1200000000.0  ;3.0;2.0;165.0;90.0;1.0;1.0
  680000000.0  ;2.0;1.0;72.0;36.0;1.0;1.0
  680000000.0  ;2.0;1.0;72.0;36.0;1.0;1.0
  1200000000.0  ;3.0;2.0;165.0;90.0;1.0;1.0
  680000000.0  ;2.0;1.0;72.0;36.0;1.0;1.0
  1200000000.0  ;3.0;2.0;165.0;90.0;1.0;1.0
  390000000.0  ;2.0;1.0;60.0;36.0;1.0;1.0
  455000000.0  ;2.0;1.0;70.0;41.0;1.0;0.0
